timestamp,gate_name,current_speed_kmph,freeflow_speed_kmph,tomtom_confidence,estimated_flow_vph,chargeable_vph,tariff_aed,revenue_run_rate_aed_hr,congestion_ratio
2026-04-10 08:39:21 +0400,Al Mamzar South,,,,,,6.0,,
2026-04-10 08:39:21 +0400,Airport Tunnel,,,,,,6.0,,
2026-04-10 08:39:21 +0400,Jebel Ali,,,,,,6.0,,
2026-04-10 10:27:05 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Al Safa,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 10:27:05 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Al Safa,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 12:06:08 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Al Safa,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 13:43:30 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Al Safa,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 14:43:14 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Al Safa,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 15:40:25 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 16:45:37 +0400,Al Garhoud Bridge,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Al Maktoum Bridge,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Al Safa,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Al Barsha,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Al Mamzar North,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Al Mamzar South,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Airport Tunnel,,,,,,6.0,,
2026-04-10 16:45:37 +0400,Jebel Ali,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Al Garhoud Bridge,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Al Maktoum Bridge,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Al Safa,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Al Barsha,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Al Mamzar North,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Al Mamzar South,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Airport Tunnel,,,,,,6.0,,
2026-04-10 18:11:45 +0400,Jebel Ali,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Al Garhoud Bridge,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Al Maktoum Bridge,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Al Safa,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Al Barsha,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Al Mamzar North,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Al Mamzar South,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Airport Tunnel,,,,,,6.0,,
2026-04-10 19:11:57 +0400,Jebel Ali,,,,,,6.0,,
2026-04-10 20:11:43 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Al Safa,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 20:11:43 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Al Safa,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 21:11:54 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Al Safa,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 22:06:11 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Al Safa,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 23:25:09 +0400,Jebel Ali,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Al Safa,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Al Barsha,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-10 23:45:13 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Al Safa,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 00:00:03 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Al Safa,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 00:01:31 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Al Safa,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 00:43:01 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 08:11:59 +0400,Al Garhoud Bridge,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Al Maktoum Bridge,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Al Safa,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Al Barsha,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Al Mamzar North,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Al Mamzar South,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Airport Tunnel,,,,,,6.0,,
2026-04-11 08:11:59 +0400,Jebel Ali,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Al Garhoud Bridge,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Al Maktoum Bridge,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Al Safa,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Al Barsha,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Al Mamzar North,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Al Mamzar South,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Airport Tunnel,,,,,,6.0,,
2026-04-11 09:43:03 +0400,Jebel Ali,,,,,,6.0,,
2026-04-11 10:49:58 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Al Safa,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 10:49:58 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Al Safa,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 11:43:37 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Al Safa,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 12:32:23 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Al Safa,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 13:31:21 +0400,Jebel Ali,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Al Garhoud Bridge,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Al Maktoum Bridge,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Al Safa,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Al Barsha,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Al Mamzar North,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Al Mamzar South,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Airport Tunnel,,,,,,4.0,,
2026-04-11 14:24:45 +0400,Jebel Ali,,,,,,4.0,,
